1,432
2,88
3,66
4,48
5,55
6,79
7,67
8,48
9,52
10,59
11,63
12,64
13,822
14,63
15,48
16,64
17,57
18,52
19,82
20,54
21,75
22,51
23,73
24,54
25,908
26,62
27,61
28,65
29,72
30,75
31,78
32,65
33,104
34,58
35,48
36,87
37,70
38,47
39,44
40,84
41,90
42,66
43,60
44,53
45,74
46,48
47,83
48,49
49,1730
50,60
51,53
52,53
53,88
54,62
55,56
56,59
57,41
58,43
59,71
60,40
61,41
62,73
63,61
64,46
65,47
66,77
67,92
68,65
69,50
70,81
71,52
72,73
73,65
74,51
75,80
76,52
77,49
78,83
79,55
80,75
81,46
82,55
83,57
84,81
85,76
86,64
87,60
88,58
89,50
90,59
91,70
92,59
93,58
94,50
95,69
96,67
97,3261
98,71
99,48
100,42
101,49
102,49
103,57
104,53
105,52
106,41
107,52
108,68
109,95
110,48
111,61
112,43
113,71
114,51
115,91
116,56
117,51
118,55
119,50
120,42
121,51
122,1374
123,58
124,52
125,47
126,52
127,47
128,69
129,48
130,59
131,65
132,67
133,40
134,50
135,53
136,49
137,50
138,88
139,74
140,68
141,70
142,91
143,54
144,62
145,56
146,69
147,52
148,56
149,53
150,64
151,53
152,60
153,59
154,66
155,146
156,76
157,55
158,59
159,53
160,68
161,44
162,45
163,59
164,46
165,48
166,61
167,72
168,72
169,61
170,57
171,54
172,93
173,71
174,45
175,53
176,60
177,51
178,56
179,57
180,54
181,44
182,60
183,70
184,61
185,62
186,72
187,47
188,66
189,55
190,46
191,68
192,71
193,6799
194,76
195,55
196,55
197,46
198,45
199,65
200,60
201,51
202,51
203,55
204,47
205,45
206,79
207,46
208,64
209,43
210,58
211,50
212,56
213,45
214,41
215,82
216,55
217,68
218,63
219,47
220,71
221,54
222,45
223,71
224,47
225,48
226,60
227,65
228,40
229,53
230,49
231,55
232,53
233,46
234,67
235,61
236,54
237,49
238,67
239,52
240,64
241,179
242,58
243,57
244,45
245,60
246,50
247,55
248,65
249,46
250,62
251,47
252,94
253,67
254,58
255,56
256,50
257,44
258,59
259,48
260,54
261,73
262,67
263,51
264,53
265,46
266,42
267,49
268,45
269,75
270,41
271,50
272,43
273,56
274,69
275,58
276,80
277,43
278,59
279,41
280,72
281,55
282,80
283,52
284,52
285,61
286,56
287,63
288,47
289,67
290,51
291,63
292,46
293,66
294,69
295,51
296,69
297,56
298,58
299,69
300,47
301,56
302,72
303,52
304,50
305,49
306,50
307,58
308,62
309,55
310,49
311,42
312,66
313,79
314,56
315,72
316,46
317,43
318,65
319,65
320,51
321,50
322,56
323,54
324,48
325,59
326,52
327,56
328,45
329,60
330,60
331,68
332,54
333,46
334,58
335,73
336,73
337,49
338,48
339,41
340,62
341,50
342,52
343,68
344,49
345,62
346,44
347,61
348,56
349,76
350,84
351,67
352,43
353,76
354,54
355,60
356,55
357,50
358,46
359,76
360,53
361,74
362,46
363,48
364,58
365,44
366,70
367,76
368,42
369,62
370,70
371,70
372,44
373,69
374,59
375,57
376,50
377,62
378,51
379,57
380,74
381,61
382,47
383,55
384,64
385,13943
386,54
387,51
388,63
389,53
390,51
391,58
392,60
393,63
394,42
395,49
396,45
397,54
398,69
399,58
400,61
401,41
402,56
403,39
404,91
405,52
406,53
407,47
408,74
409,51
410,47
411,68
412,50
413,57
414,58
415,38
416,39
417,50
418,52
419,43
420,43
421,63
422,41
423,47
424,59
425,64
426,47
427,50
428,45
429,58
430,60
431,69
432,48
433,47
434,76
435,103
436,71
437,58
438,81
439,45
440,304
441,51
442,90
443,62
444,62
445,57
446,72
447,72
448,57
449,66
450,56
451,66
452,66
453,53
454,49
455,60
456,58
457,53
458,41
459,65
460,47
461,50
462,46
463,62
464,47
465,80
466,76
467,66
468,53
469,54
470,57
471,52
472,55
473,57
474,67
475,59
476,64
477,68
478,50
479,64
480,45
481,63
482,45
483,51
484,63
485,77
486,47
487,55
488,44
489,52
490,65
491,51
492,69
493,45
494,45
495,66
496,60
497,42
498,45
499,57
500,66
501,68
502,53
503,53
504,66
505,56
506,54
507,42
508,52
509,45
510,58
511,81
512,55
513,43
514,68
515,58
516,57
517,53
518,52
519,50
520,55
521,62
522,49
523,68
524,73
525,52
526,75
527,73
528,51
529,68
530,44
531,55
532,71
533,57
534,48
535,76
536,54
537,46
538,54
539,42
540,70
541,45
542,62
543,57
544,73
545,70
546,128
547,80
548,71
549,57
550,84
551,78
552,82
553,86
554,106
555,46
556,73
557,40
558,58
559,73
560,52
561,44
562,99
563,48
564,61
565,53
566,56
567,58
568,53
569,52
570,52
571,39
572,70
573,44
574,59
575,53
576,78
577,59
578,60
579,69
580,56
581,69
582,54
583,75
584,53
585,42
586,73
587,43
588,62
589,46
590,68
591,58
592,49
593,56
